,sku,short_name,name,parent_sku,status,category,sub_category,is_family_head,is_individual,product_code,is_deleted
262,000000006304699015,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 12,000000006304699013-main,Active,,,False,True,,False
263,000000006304699007,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 5,000000006304699013-main,Active,,,False,True,,False
264,000000006304699008,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 5.5,000000006304699013-main,Active,,,False,True,,False
265,000000006304699001,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 6,000000006304699013-main,Active,,,False,True,,False
266,000000006304699002,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 6.5,000000006304699013-main,Active,,,False,True,,False
267,000000006304699003,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 7,000000006304699013-main,Active,,,False,True,,False
268,000000006304699004,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 7.5,000000006304699013-main,Active,,,False,True,,False
269,000000006304699005,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 8,000000006304699013-main,Active,,,False,True,,False
270,000000006304699009,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 8.5,000000006304699013-main,Active,,,False,True,,False
271,000000006304699006,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 9,000000006304699013-main,Active,,,False,True,,False
272,000000006304699010,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 9.5,000000006304699013-main,Active,,,False,True,,False
273,000000006304699011,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 10,000000006304699013-main,Active,,,False,True,,False
274,000000006304699012,,Sussex Sneakers Standard Fit / Sussex Sneakers Standard Fit 10.5,000000006304699013-main,Active,,,False,True,,False
276,000000006304629012,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 5,000000006304629012-main,Active,,,False,True,,False
277,000000006304629013,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 5.5,000000006304629012-main,Active,,,False,True,,False
278,000000006304629001,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 6,000000006304629012-main,Active,,,False,True,,False
279,000000006304629002,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 6.5,000000006304629012-main,Active,,,False,True,,False
280,000000006304629003,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 7,000000006304629012-main,Active,,,False,True,,False
281,000000006304629004,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 7.5,000000006304629012-main,Active,,,False,True,,False
282,000000006304629005,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 8,000000006304629012-main,Active,,,False,True,,False
283,000000006304629006,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 8.5,000000006304629012-main,Active,,,False,True,,False
284,000000006304629007,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 9,000000006304629012-main,Active,,,False,True,,False
285,000000006304629008,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 9.5,000000006304629012-main,Active,,,False,True,,False
286,000000006304629009,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 10,000000006304629012-main,Active,,,False,True,,False
287,000000006304629010,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 10.5,000000006304629012-main,Active,,,False,True,,False
288,000000006304629011,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 11,000000006304629012-main,Active,,,False,True,,False
289,000000006304629014,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 11.5,000000006304629012-main,Active,,,False,True,,False
290,000000006304629015,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 12,000000006304629012-main,Active,,,False,True,,False
292,000000006304629016,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 12.5,000000006304629012-main,Active,,,False,True,,False
293,000000006304629017,,Player Sneakers Standard Fit / Player Sneakers Standard Fit 13,000000006304629012-main,Active,,,False,True,,False
296,000000006304574011,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 5,000000006304574011-main,Active,,,False,True,,False
297,000000006304574013,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 5.5,000000006304574011-main,Active,,,False,True,,False
298,000000006304574007,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 6,000000006304574011-main,Active,,,False,True,,False
300,000000006304574008,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 6.5,000000006304574011-main,Active,,,False,True,,False
301,000000006304574001,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 7,000000006304574011-main,Active,,,False,True,,False
302,000000006304574009,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 7.5,000000006304574011-main,Active,,,False,True,,False
303,000000006304574002,,Raise Sneakers Standard Fit / Raise Sneakers Standard Fit 8,000000006304574011-main,Active,,,False,True,,False
304,testing26123A,,tetsing26123AC testing26123A,testing26123A-main,Active,,,False,True,,False
306,Brown-1,,Shirts Brown,Black-2-main,Active,,,False,True,,False
308,MIND-WL-HPB,,Masterz Wireless Headphones Bluetooth Blue,MIND-WL-HPB-main,Active,,,False,True,,False
310,3pant,,3pant,3pant-main,Active,,,False,True,,False
311,pro-111-123,,pro Red,pro-111-123-main,Active,,,False,True,,False
313,MIND-WL-MSE-RED1,,Masterz Wireless Mouse Red,MIND-WL-MSE-RED1-main,Active,,,False,True,,False
314,MIND-WL-MSE-WHITE1,,Masterz Wireless Mouse White,MIND-WL-MSE-RED1-main,Active,,,False,True,,False
316,JAI-RAVI,,Jai Rai,JAI-RAVI-main,Active,,,False,True,,False
318,MIND-WL-HP,,Masterz Wireless Headphones& Blue,MIND-WL-HP-main,Active,,,False,True,,False
319,403,,Early Autumn Denim Canvas Shoes -Test / blue · 7.5,early-autumn-denim-canvas-shoes,Active,,,False,True,,False
321,MIND-WL-HP2X,,Masterz Wireless Headphones Bluetooth Bundle Blue,MIND-WL-HP2X-main,Active,,,False,True,,False
323,test-no-variant,,TEST PRODUCT NO VARIATION,test-no-variant-main,Active,,,False,True,,False
325,2670320615-1677154209895-1,,Test Laz UK Silver,2670320615-1677154209895-1-main,Active,,,False,True,,False
326,2670320615-1677154209895-0,,Test Laz UK Blak,2670320615-1677154209895-1-main,Active,,,False,True,,False
327,2670320615-1677154209895-3,,Test Laz US Silver,2670320615-1677154209895-1-main,Active,,,False,True,,False
329,MY Stabilizer,,Sony,MY Stabilizer-main,Active,,,False,True,,False
331,VariationTwoTestSKU,,T Shirts Catalog 12lbs,VariationTwoTestSKU-main,Active,,,False,True,,False
332,2670320615-1677154209895-2,,Test Laz US Blak,2670320615-1677154209895-1-main,Active,,,False,True,,False
334,fg,,testcolor fullhands green,fg-main,Active,,,False,True,,False
335,hr,,testcolor halfhands red,fg-main,Active,,,False,True,,False
336,fr,,testcolor fullhands red,fg-main,Active,,,False,True,,False
337,hg,,testcolor halfhands green,fg-main,Active,,,False,True,,False
339,MIND-WL-MSE-WHITE,,Masterz Wireless Mouse White,MIND-WL-MSE-WHITE-main,Active,,,False,True,,False
340,TestOneVarSKU,,T Shirts Catalog 60lbs,VariationTwoTestSKU-main,Active,,,False,True,,False
342,TesttestOne,,T Shirts Catalog Two test WhiteTest,TesttestOne-main,Active,,,False,True,,False
343,VariationTesttest,,T Shirts Catalog Two test Blacktest,TesttestOne-main,Active,,,False,True,,False
345,MIND-WL-MSE6,,Masterz Wireless Mouse6,MIND-WL-MSE6-main,Active,,,False,True,,False
347,TEST-VARIANT-WHITE-L,,TEST MULTI VARIANT PRODUCT White L,TEST-VARIANT-WHITE-L-main,Active,,,False,True,,False
349,pross12339482,,prosss #847894,pross12339482-main,Active,,,False,True,,False
351,8885019320415,,"Mind Matters EXTREME Micro SD Card 16GB, 32GB, 64GB UHS-I U3 up to 170MB/s FREE READER & TRAVEL CASE 128GB Micro SDXC",8885019320415-main,Active,,,False,True,,False
352,varskuv1,,test143 varv1,varskuv1-main,Active,,,False,True,,False
353,TEST-VARIANT-RED-L,,TEST MULTI VARIANT PRODUCT Red L,TEST-VARIANT-WHITE-L-main,Active,,,False,True,,False
355,pross1233948297,,pross #847894,pross1233948297-main,Active,,,False,True,,False
357,8885019320392,,"Mind Matters EXTREME Micro SD Card 16GB, 32GB, 64GB UHS-I U3 up to 170MB/s FREE READER & TRAVEL CASE 32Gb Micro SDXC",8885019320415-main,Active,,,False,True,,False
358,8885019320385,,"Mind Matters EXTREME Micro SD Card 16GB, 32GB, 64GB UHS-I U3 up to 170MB/s FREE READER & TRAVEL CASE 16GB Micro SDXC",8885019320415-main,Active,,,False,True,,False
359,8885019320422,,"Mind Matters EXTREME Micro SD Card 16GB, 32GB, 64GB UHS-I U3 up to 170MB/s FREE READER & TRAVEL CASE 256GB Micro SDXC",8885019320415-main,Active,,,False,True,,False
360,NOODLES-123456,,LEANguini Alfredo MontAmoré,NOODLES-123456-main,Active,,,False,True,,False
362,TESTLaz002,,Tshirt Test UK:6,TESTLaz002-main,Active,,,False,True,,False
363,TESTLaz001,,Tshirt Test UK:12,TESTLaz002-main,Active,,,False,True,,False
365,MSTRZ-MSEZ,,Masterz Basic Wireless Mouse,MSTRZ-MSEZ-main,Active,,,False,True,,False
367,MIND-WL-MSE-WHITE2,,Masterz Wireless Mouse Main White,MIND-WL-MSE-WHITE2-main,Active,,,False,True,,False
369,Woocommerce141221,,Woocommerce141221,Woocommerce141221-main,Active,,,False,True,,False
371,TEST-CHNG,,testing changes,TEST-CHNG-main,Active,,,False,True,,False
373,MIND-WL-MSE,,Masterz Wireless Mouse Ver 2,MIND-WL-MSE-main,Active,,,False,True,,False
375,MIND-WL-MSE-WHITE3,,Masterz Wireless Mouse White,MIND-WL-MSE-WHITE3-main,Active,,,False,True,,False
377,MIND-SO-FA,,Masterz Sofa White,MIND-SO-FA-main,Active,,,False,True,,False
378,BlackColorSKU,,T Shirt Product Test Lazada Black 40,WhiteColorSKU-main,Active,,,False,True,,False
379,pro-111,,pro Red,pro-111-main,Active,,,False,True,,False
382,SKUWhiteOnetest,,Variant T Shirts TestOneVar,SKUWhiteOnetest-main,Active,,,False,True,,False
384,HDIAMOND,,Diamondtesting,HDIAMOND-main,Active,,,False,True,,False
386,MIND-WL-MSE-RED,,Masterz Wireless Keyboard Red,MIND-WL-MSE-RED-main,Active,,,False,True,,False
387,MIND-WL-MSE-BLE,,Masterz Wireless Keyboard Blue,MIND-WL-MSE-RED-main,Active,,,False,True,,False
389,40001,,Charger iPhone 6S Black & White,40001-main,Active,,,False,True,,False
391,pross123,,pross #847894,pross123-main,Active,,,False,True,,False
393,111111,,ItemTest,111111-main,Active,,,False,True,,False
395,MSTRZ-MSEZ2,,Masterz Basic Wireless Mouse White,MSTRZ-MSEZ2-main,Active,,,False,True,,False
396,2675157186-1677568199122-3,,Test Lazada T Shirt Green US:14,2675157186-1677568199122-3-main,Active,,,False,True,,False
397,RedSKU001,,Test Lazada T Shirt Red US:16,2675157186-1677568199122-3-main,Active,,,False,True,,False
398,2675157186-1677568199122-2,,Test Lazada T Shirt Green US:16,2675157186-1677568199122-3-main,Active,,,False,True,,False
400,VariationTwoTestSKU2,,T Shirts Catalog One TWOSKU,VariationTwoTestSKU2-main,Active,,,False,True,,False
401,TestOneVarSKU1,,T Shirts Catalog One OneSKU,VariationTwoTestSKU2-main,Active,,,False,True,,False
404,MIND-WL-HP-CLONE060623,,Masterz Wireless Headphones v1 Test Blue,MIND-WL-HP-CLONE060623-main,Active,,,False,True,,False
406,MSTRZ-MSEW,,Masterz Basic Wireless Mouse Mouse White,MSTRZ-MSEW-main,Active,,,False,True,,False
407,SIMPLEX-BROWN,,Simplex Audio Headphones Brown,SIMPLEX-BROWN-main,Active,,,False,True,,False
408,SIMPLEX-RED,,Simplex Audio Headphones Red,SIMPLEX-BROWN-main,Active,,,False,True,,False
409,SIMPLEX-BLACK,,Simplex Audio Headphones Black,SIMPLEX-BROWN-main,Active,,,False,True,,False
411,sfdf,,sf,sfdf-main,Active,,,False,True,,False
413,MIND-WL-MSEX,,Masterz Wireless Mouse+====***,MIND-WL-MSEX-main,Active,,,False,True,,False
416,a,,Masterz Wireless Keyboard,a-main,Active,,,False,True,,False
418,testing25022,,testing25022,testing25022-main,Active,,,False,True,,False
419,MSTRZ-MSE,,Masterz Basic Wireless Mouse,MSTRZ-MSE-main,Active,,,False,True,,False
421,TESTLAZSKU,,Test Lazada Product Blue,TESTLAZSKU-main,Active,,,False,True,,False
424,TESTBROWNTEST125,,Test Lazada Product BROWN,TESTBROWNTEST125-main,Active,,,False,True,,False
425,TestBlackSKU464,,Test Lazada Product Black,TESTBROWNTEST125-main,Active,,,False,True,,False
427,VariantSKU002,,Test Lazada Variation Product TestVariationLaz002,VariantSKU002-main,Active,,,False,True,,False
428,VariantSKU001,,Test Lazada Variation Product TestVariationLaz001,VariantSKU002-main,Active,,,False,True,,False
430,testing220922,,testing220922,testing220922-main,Active,,,False,True,,False
432,chase test 8,,test product test,chase test 8-main,Active,,,False,True,,False
434,testing24522va-black,,testing24522v Black,testing24522va-black-main,Active,,,False,True,,False
435,WhiteVarSKU001,,Test Lazada Product White,WhiteVarSKU001-main,Active,,,False,True,,False
436,BlackVar85852,,Test Lazada Product Black,WhiteVarSKU001-main,Active,,,False,True,,False
438,testing SKU Image,,testing240222 Image,testing SKU Image-main,Active,,,False,True,,False
440,LazVar103,,Test Variant Product 001 Gold L,LazVar103-main,Active,,,False,True,,False
441,LazVar102,,Test Variant Product 001 Blue L,LazVar103-main,Active,,,False,True,,False
442,LazVar101,,Test Variant Product 001 Red L,LazVar103-main,Active,,,False,True,,False
444,WhiteColorSKU,,T Shirt Product Test Lazada White 40,WhiteColorSKU-main,Active,,,False,True,,False
445,Test SKU Image Upload,,Test Image Upload,Test SKU Image Upload-main,Active,,,False,True,,False
448,1shirt,,1shirtshirt,1shirt-main,Active,,,False,True,,False
450,Silver-Large-4,,Test Multi variant L Silver,Silver-Large-4-main,Active,,,False,True,,False
451,SKU-Green,,Test Variant Product Lazada Green,SKU-Green-main,Active,,,False,True,,False
452,SKU-Grey,,Test Variant Product Lazada Grey,SKU-Green-main,Active,,,False,True,,False
453,SKU-Gold,,Test Variant Product Lazada Gold,SKU-Green-main,Active,,,False,True,,False
455,Silver--Medium-2,,Test Multi variant M Silver,Silver-Large-4-main,Active,,,False,True,,False
456,Black-Large-2,,Test Multi variant L Black,Silver-Large-4-main,Active,,,False,True,,False
457,Black-1,,Test Multi variant M Black,Silver-Large-4-main,Active,,,False,True,,False
459,BLACK0010,,Test Multi variant XL Black,BLACK0010-main,Active,,,False,True,,False
460,SILVERUS00100,,Test Multi variant XL Silver,BLACK0010-main,Active,,,False,True,,False
461,SilverUS00200,,Test Multi variant XS Silver,BLACK0010-main,Active,,,False,True,,False
462,BLAKUS00100,,Test Multi variant XS Black,BLACK0010-main,Active,,,False,True,,False
464,Hakiim1234,,HAKIIMEarbuds,Hakiim1234-main,Active,,,False,True,,False
466,Lazvar103,,Test Laz Product 003 XXL,Lazvar103-main,Active,,,False,True,,False
467,TestLaz14,,Test Laz Variant Product 002 Variation 2 32 GB,TestLaz14-main,Active,,,False,True,,False
468,TestLaz15,,Test Laz Variant Product 002 Variation 2 64 GB,TestLaz14-main,Active,,,False,True,,False
469,TestLaz12,,Test Laz Variant Product 002 Variation 1 64 GB,TestLaz14-main,Active,,,False,True,,False
470,TestLaz13,,Test Laz Variant Product 002 Variation 2 16 GB,TestLaz14-main,Active,,,False,True,,False
471,TestLaz10,,Test Laz Variant Product 002 Variation 1 16 GB,TestLaz14-main,Active,,,False,True,,False
472,TestLaz11,,Test Laz Variant Product 002 Variation 1 32 GB,TestLaz14-main,Active,,,False,True,,False
474,testing412023,,testing412023,testing412023-main,Active,,,False,True,,False
476,Black8585,,Test variant Product 27022023 Black,Black8585-main,Active,,,False,True,,False
478,WhiteVarSKU002,,Test Lazada Product Test One White,WhiteVarSKU002-main,Active,,,False,True,,False
479,Lazvar101,,Test Laz Product 003 L,Lazvar103-main,Active,,,False,True,,False
480,Lazvar102,,Test Laz Product 003 XL,Lazvar103-main,Active,,,False,True,,False
482,TESTSKUTest87546,,Test Group Package Black,TESTSKUTest87546-main,Active,,,False,True,,False
483,TESTSKUTest875475,,Test Group Package Blue,TESTSKUTest87546-main,Active,,,False,True,,False
484,TESTSKUTest87547,,Test Group Package Brown,TESTSKUTest87546-main,Active,,,False,True,,False
486,123456SKU2,,Test Product T SHirt Int:XS Green,123456SKU2-main,Active,,,False,True,,False
487,BlackVar858525,,Test Lazada Product Test One Black,WhiteVarSKU002-main,Active,,,False,True,,False
489,MIND-WL-MSE-P,,Masterz Wireless Mouse,MIND-WL-MSE-P-main,Active,,,False,True,,False
491,123456SKU3,,Test Product T SHirt Int:XS Red,123456SKU2-main,Active,,,False,True,,False
492,123456SKU,,Test Product T SHirt Int:XL Green,123456SKU2-main,Active,,,False,True,,False
493,123456SKU1,,Test Product T SHirt Int:XL Red,123456SKU2-main,Active,,,False,True,,False
495,testing24522,,testing24522,testing24522-main,Active,,,False,True,,False
497,SKU-White-L,,T SHirts Multi Variant Test L White,SKU-White-L-main,Active,,,False,True,,False
498,SKU-Blue-L,,T SHirts Multi Variant Test L Blue,SKU-White-L-main,Active,,,False,True,,False
499,Test Two SKU,,Test Product Shopee,Test Two SKU-main,Active,,,False,True,,False
501,3shirt3pants_Test,,3shirt3pants Test Edit,3shirt3pants_Test-main,Active,,,False,True,,False
504,WhiteVar25252,,Test Product SKU TestWhite,WhiteVar25252-main,Active,,,False,True,,False
505,tEST007,,Test Product SKU TestBlack,WhiteVar25252-main,Active,,,False,True,,False
507,testing220922G1,,testing220922G testing220922G1,testing220922G1-main,Active,,,False,True,,False
508,testing220922G2,,testing220922G testing220922G2,testing220922G1-main,Active,,,False,True,,False
510,3shirttest,,3shirtshirt,3shirttest-main,Active,,,False,True,,False
511,BLACK00001,,Test Multi variant UK Black,BLACK00001-main,Active,,,False,True,,False
512,SilverUS002,,Test Multi variant US Silver,BLACK00001-main,Active,,,False,True,,False
513,SILVERUS001,,Test Multi variant UK Silver,BLACK00001-main,Active,,,False,True,,False
514,BLAKUS001,,Test Multi variant US Black,BLACK00001-main,Active,,,False,True,,False
516,2344004069-1653632822460-1,,Pant Test Product Blue,2344004069-1653632822460-1-main,Active,,,False,True,,False
517,2344004069-1653632822460-0,,Pant Test Product Red,2344004069-1653632822460-1-main,Active,,,False,True,,False
520,TestTwoLaz,,Test Lazada Variant One TestOneVariation,TestTwoLaz-main,Active,,,False,True,,False
521,TestOneLaz,,Test Lazada Variant One TestTwoVariation,TestTwoLaz-main,Active,,,False,True,,False
523,TestSKUOne,,Test Lazada Product Catalog Brown,TestSKUOne-main,Active,,,False,True,,False
524,TestSKUTwo,,Test Lazada Product Catalog Black,TestSKUOne-main,Active,,,False,True,,False
526,50001,,Apple Charging Box Blue,50001-main,Active,,,False,True,,False
527,testing24112022,,testing24112022,testing24112022-main,Active,,,False,True,,False
529,TRIPOD T 30637-TEST,,K & F Concept SA254M2 DSLR Camera Aluminum Tripod with Monopod and Ball Head Kit,TRIPOD T 30637-TEST-main,Active,,,False,True,,False
532,BLACK001,,Test Group Package Black,Brown002-main,Active,,,False,True,,False
534,KILLER-CAT IMG Description Test One,,Killer Cat BIG,KILLER-CAT IMG Description Test One-main,Active,,,False,True,,False
536,KILLER-CAT IMG Description Test,,Killer Cat BIG,KILLER-CAT IMG Description Test-main,Active,,,False,True,,False
538,SKU-BrownOne,,Test Variant Color Brown,SKU-BrownOne-main,Active,,,False,True,,False
539,SKU-Blackone,,Test Variant Color Black,SKU-BrownOne-main,Active,,,False,True,,False
541,4may2022A,,4may2022test,4may2022A-main,Active,,,False,True,,False
543,XL-WHITE-6,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK XL WHITE,XL-WHITE-6-main,Active,,,False,True,,False
544,TEST-MULTI-VARIANT-2,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK M WHITE,XL-WHITE-6-main,Active,,,False,True,,False
545,TEST-MULTI-VARIANT-4,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK L WHITE,XL-WHITE-6-main,Active,,,False,True,,False
546,WhiteTestSKU,,Test Lazada Variant Product One White,WhiteTestSKU-main,Active,,,False,True,,False
548,Green-2,,Ribbon Test Product Green,Red-1-main,Active,,,False,True,,False
549,TEST-MULTI-VARIANT-3,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK L BLACK,XL-WHITE-6-main,Active,,,False,True,,False
550,Red-1,,Ribbon Test Product Red,Red-1-main,Active,,,False,True,,False
551,M-RED-3,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK M RED,XL-WHITE-6-main,Active,,,False,True,,False
552,XL-RED-9,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK XL RED,XL-WHITE-6-main,Active,,,False,True,,False
553,XL-BLACK-5,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK XL BLACK,XL-WHITE-6-main,Active,,,False,True,,False
554,L-RED-6,,TEST MULTI VARIANTS PRODUCT Latest-edit / M / BLACK L RED,XL-WHITE-6-main,Active,,,False,True,,False
556,testing02112022A,,testing02112022A,testing02112022A-main,Active,,,False,True,,False
558,SUD-T2-BLK-80956,,Test Lazada Prdduct CIN7,SUD-T2-BLK-80956-main,Active,,,False,True,,False
560,test235701,,HAKIIMEarbuds,test235701-main,Active,,,False,True,,False
563,testing240222,,testing240222,testing240222-main,Active,,,False,True,,False
565,Test Laz001,,Test Lazada Product,Test Laz001-main,Active,,,False,True,,False
567,Test Laz003,,Test Lazada Product 003,Test Laz003-main,Active,,,False,True,,False
569,TESY6446464,,Test Product,TESY6446464-main,Active,,,False,True,,False
571,KILLER-CAT,,Killer Cat BIG,KILLER-CAT-main,Active,,,False,True,,False
573,BERT-ROCK,,Bert Testing QA Blue,BERT-ROCK-main,Active,,,False,True,,False
575,KILLER-CAT-1,,Killer Cat BIG,KILLER-CAT-1-main,Active,,,False,True,,False
577,varsku1,,test111 var1,varsku1-main,Active,,,False,True,,False
579,ERASER-BD,,BIRTHDAY Present Test,ERASER-BD-main,Active,,,False,True,,False
581,55-AKKH-58QL,,"Test variant Product (Blue, 12)",55-AKKH-58QL-main,Active,,,False,True,,False
583,7X-UCB5-F7VF,,"Test variant Product (Green, 24)",7X-UCB5-F7VF-main,Active,,,False,True,,False
585,HM-EGSQ-XYAR,,"Test variant Product (White, 12)",HM-EGSQ-XYAR-main,Active,,,False,True,,False
587,AR-MDR4-9RPT,,"Test variant Product (White, 24)",AR-MDR4-9RPT-main,Active,,,False,True,,False
589,I0-SQWM-3JLN,,"Test variant Product (Red, 24)",I0-SQWM-3JLN-main,Active,,,False,True,,False
591,MK-V2ZT-LO7L,,"Test variant Product (Blue, 24)",MK-V2ZT-LO7L-main,Active,,,False,True,,False
593,P4-WD0S-36IP,,"Test variant Product (Red, 12)",P4-WD0S-36IP-main,Active,,,False,True,,False
596,SKU-Black,,Test Audio Head Phones (Black),SKU-Black-main,Active,,,False,True,,False
598,SKU-RED,,Test Audio Head Phones (Red),SKU-RED-main,Active,,,False,True,,False
600,Q7-QYHC-99FD,,Test Audio Head Phones,Q7-QYHC-99FD-main,Active,,,False,True,,False
601,MM202206,,Sell & Chill Media Lens,MM202206-main,Active,,,False,True,,False
602,SKU-Brown,,Test Audio Head Phones (Brown),SKU-Brown-main,Active,,,False,True,,False
603,White-3,,Ribbon Test Product White,Red-1-main,Active,,,False,True,,False
604,TEST-VARIANT-AMAZON,,Test variant Product,TEST-VARIANT-AMAZON-main,Active,1.0,,False,True,,False
605,000000006304765004,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 4,000000006304765001-main,Active,,,False,True,,False
606,000000006304765005,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 4.5,000000006304765001-main,Active,,,False,True,,False
607,000000006304765006,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 5,000000006304765001-main,Active,,,False,True,,False
608,000000006304765009,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 5.5,000000006304765001-main,Active,,,False,True,,False
609,000000006304765007,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 6,000000006304765001-main,Active,,,False,True,,False
610,000000006304765010,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 6.5,000000006304765001-main,Active,,,False,True,,False
611,000000006304765011,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 7,000000006304765001-main,Active,,,False,True,,False
612,000000006304765012,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 7.5,000000006304765001-main,Active,,,False,True,,False
613,000000006304765013,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 8,000000006304765001-main,Active,,,False,True,,False
614,000000006304765014,,Kerbs Drivers Standard Fit / Kerbs Drivers Standard Fit 9,000000006304765001-main,Active,,,False,True,,False
616,000000006304777001,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 2,000000006304777001-main,Active,,,False,True,,False
617,000000006304777012,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 2.5,000000006304777001-main,Active,,,False,True,,False
618,000000006304777002,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 3,000000006304777001-main,Active,,,False,True,,False
619,000000006304777003,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 3.5,000000006304777001-main,Active,,,False,True,,False
620,000000006304777006,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 4,000000006304777001-main,Active,,,False,True,,False
621,000000006304777004,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 4.5,000000006304777001-main,Active,,,False,True,,False
622,000000006304777007,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 5,000000006304777001-main,Active,,,False,True,,False
623,000000006304777005,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 5.5,000000006304777001-main,Active,,,False,True,,False
624,000000006304777008,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 6,000000006304777001-main,Active,,,False,True,,False
625,000000006304777009,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 6.5,000000006304777001-main,Active,,,False,True,,False
626,000000006304777010,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 7,000000006304777001-main,Active,,,False,True,,False
627,000000006304777013,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 7.5,000000006304777001-main,Active,,,False,True,,False
628,000000006304777011,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 8,000000006304777001-main,Active,,,False,True,,False
629,000000006304777014,,Emblem Loafers Standard Fit / Emblem Loafers Standard Fit 9,000000006304777001-main,Active,,,False,True,,False
631,000000006304526007,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 2,000000006304526007-main,Active,,,False,True,,False
632,000000006304526010,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 2.5,000000006304526007-main,Active,,,False,True,,False
633,000000006304526001,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 3,000000006304526007-main,Active,,,False,True,,False
634,000000006304526011,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 3.5,000000006304526007-main,Active,,,False,True,,False
635,000000006304526002,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 4,000000006304526007-main,Active,,,False,True,,False
636,000000006304526003,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 4.5,000000006304526007-main,Active,,,False,True,,False
637,000000006304526004,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 5,000000006304526007-main,Active,,,False,True,,False
638,000000006304526005,,Daily Emblem Loafers Standard Fit / Daily Emblem Loafers Standard Fit 5.5,000000006304526007-main,Active,,,False,True,,False
